text,label,cleaned_text
"This movie is so bad it's good -- in an unintentionally funny way. I couldn't stop watching it, I was laughing so much! It's like a parody of a romantic thriller, except it's not a parody. <br /><br />Alexandra Paul plays Emily Wendell, an oppressed preacher's wife who falls hard for Luke (Corey Sevier), a hunky and mysterious drifter who we eventually learn was in prison; the only thing Sevier is guilty of, though, is bad acting! Mind you, he's no worse than the other actors. You get the sense that the actors have *no* idea they're in a really awful film; they're playing it straight. Everything about the film is bad: the acting, the script, the love scenes, the pacing, the plot twists, the choice of music. The climactic scenes are just so ludicrous -- first the shootout in the church, then Luke's final words to Emily -- I was howling with laughter. <br /><br />Evidently Luke did a lot of weight lifting and ab crunches in prison, and we get to see plenty of his naked torso. That's probably the highlight of the film.",0,this movie is so bad its good in an unintentionally funny way i couldnt stop watching it i was laughing so much its like a parody of a romantic thriller except its not_a parody alexandra paul plays emily wendell an oppressed preachers wife who falls hard for luke corey sevier a hunky and mysterious drifter who we eventually learn was in prison the only thing sevier is guilty of though is bad acting mind you hes no worse than the other actors you get the sense that the actors have no idea theyre in a really awful film theyre playing it straight everything about the film is bad the acting the script the love scenes the pacing the plot twists the choice of music the climactic scenes are just so ludicrous first the shootout in the church then lukes final words to emily i was howling with laughter evidently luke did a lot of weight lifting and ab crunches in prison and we get to see plenty of his naked torso thats probably the highlight of the film
"Okay, I absolutely LOVE Ben Stiller, although I am lukewarm about Jennifer Aniston. I do not think this girl can act in the least. Every movie or sitcom I've seen her in is very hard to get past her fake acting. It sounds like she is just standing there reading right off the script. This movie only had one good thing about it, and that's that Ben Stiller was in it. This plot is so used and abused it's ridiculous. How many movies have this same type of plot?? Can we say ""Forces of Nature??"" Not only is the plot so old, but the outcome is so predictable, it's boring. I knew everything that was going to happen before it did. It was a bore, but watching Stiller is always a delight!!!",0,okay i absolutely love ben stiller although i am lukewarm about jennifer aniston i do not_think this girl can act in the least every movie or sitcom ive seen her in is very hard to get past her fake acting it sounds like she is just standing there reading right off the script this movie only had one good thing about it and thats that ben stiller was in it this plot is so used and abused its ridiculous how many movies have this same type of plot can we say forces of nature not_only is the plot so old but the outcome is so predictable its boring i knew everything that was going to happen before it did it was a bore but watching stiller is always a delight
"First, the current IMDb plot description seems to be misleading, the movie is about a group of girls who pick up a misogynistic hitchhiker, who plans to kill them all. They stop at a small motel, where he holds them hostage, but develops an intense attraction for one of the girls. Violence ensues.<br /><br />I picked this up by mistake thinking it was the other 2007 movie ""The Hitcher"". Not that The Hitcher is any better, and I was looking for a crummy movie to watch anyway, but this was almost unbearable at times. I think I could have vomited on a piece of paper and come up with a better plot than this.<br /><br />I can't even count how many movies I've seen with virtually the same storyline, so this was almost painfully predictable at times, but what really made it awful were a few scenes that ... well let me give an example. At one point a door is covered in (what is very obviously) blood, and two police officers, at the scene because of a 911 call, are looking at it from 30 feet away, see a man, also covered in blood, walk out of the door, agree that it looks suspicious, but decide to not investigate further.<br /><br />But, however ridiculous it may be, the movie was never boring, was well produced, directed, and acted, complete with good special effects, gratuitous nudity, and violence. I probably would not recommend actually spending 90 minutes of your life sitting down to watch this movie, but it turned out to be perfect to have on while I cleaned my basement. Also highly recommended for fans of crummy movies, and would be a good movie to watch with friends when you plan on doing more talking than watching.",0,first the current imdb plot description seems to be misleading the movie is about a group of girls who pick up a misogynistic hitchhiker who plans to kill them all they stop at a small motel where he holds them hostage but develops an intense attraction for one of the girls violence ensuesi picked this up by mistake thinking it was the other movie the hitcher not_that the hitcher is any better and i was looking for a crummy movie to watch anyway but this was almost unbearable at times i think i could have vomited on a piece of paper and come up with a better plot than thisi cant even count how many movies ive seen with virtually the same storyline so this was almost painfully predictable at times but what really made it awful were a few scenes that well let me give an example at one point a door is covered in what is very obviously blood and two police officers at the scene because of a call are looking at it from feet away see a man also covered in blood walk out of the door agree that it looks suspicious but decide to not_investigate furtherbut however ridiculous it may be the movie was never boring was well produced directed and acted complete with good special effects gratuitous nudity and violence i probably would not_recommend actually spending minutes of your life sitting down to watch this movie but it turned out to be perfect to have on while i cleaned my basement also highly recommended for fans of crummy movies and would be a good movie to watch with friends when you plan on doing more talking than watching
"This movie has made me want to become a director, and Michelle Rodriguez is brilliant. How the hell wasn't she on mtv's top 25 under 25, she beats them all. This film definitely deserved the grand jury prize at sundance, best film i have ever seen.",1,this movie has made me want to become a director and michelle rodriguez is brilliant how the hell wasnt she on mtvs top under she beats them all this film definitely deserved the grand jury prize at sundance best film i have ever seen
"Saw this as part of the DC Reel Affirmations Film Festival. I hope they got better movies than this, because this film failed to deliver on any of the hopes that audience may have entertained, from the fantasy of seeing James Franco without his shirt, down to more simple wishes, such as decent acting, coherent direction, character development, or actual production values. Plagued by film school effects such as freeze frames to show moments of emotional distress, and obvious influences ranging from My Own Private Idaho to Terminator 2, this film failed on almost every level to engage the audience. After the first twenty minutes of valiantly trying to take it seriously, the audience collectively threw up it's hands and just started to enjoy the inherent crappiness of the film. I could be upset that I paid nine bucks to see it, and it was two hours I'll never get back, but on the other hand, it was an entertaining two hours I'll never get back. This would have been a classic Mystery Science 3000 episode.",0,saw this as part of the dc reel affirmations film festival i hope they got better movies than this because this film failed to deliver on any of the hopes that audience may have entertained from the fantasy of seeing james franco without his shirt down to more simple wishes such as decent acting coherent direction character development or actual production values plagued by film school effects such as freeze frames to show moments of emotional distress and obvious influences ranging from my own private idaho to terminator this film failed on almost every level to engage the audience after the first twenty minutes of valiantly trying to take it seriously the audience collectively threw up its hands and just started to enjoy the inherent crappiness of the film i could be upset that i paid nine bucks to see it and it was two hours ill never get back but on the other hand it was an entertaining two hours ill never get back this would have been a classic mystery science episode
"When I borrowed this movie, I wasn't expecting a high-quality performance, but this was just sad.<br /><br />Most of the acting was so unbelievably bad that you couldn't easily get into this movie if you tried. There's nothing quite like seeing a kid announce things like ""Oh no! My Dad is invisible!"" or ""I wonder what this does?"" in the same monotone that one might announce traffic advisories over the radio with. There are some good actors, but they are wasted on smaller parts.<br /><br />The story is decent, though it would be fairly easy to guess, considering that there aren't too many real plot changes. Lots of holes, too. For example, the Dad is invisible, and the inventor figures out what part is needed to make him visible again. So the boy goes and steals the part from an electronics store. Couldn't he just ask his Dad for the cash?<br /><br />This shows up in the Comedy category, but most of the comedy in this movie was fairly dumb, like the Invisible Dad taking off his clothes while invisible and then almost reappearing naked during a meeting, or walking around with his head covered at all times. Funny at first, but it gets old.<br /><br />2/5, because it is watchable, and it's one of those movies that are funny in their own way... like the monotone recitation of lines.",0,when i borrowed this movie i wasnt expecting a highquality performance but this was just sadmost of the acting was so unbelievably bad that you couldnt easily get into this movie if you tried theres nothing quite like seeing a kid announce things like oh no my dad is invisible or i wonder what this does in the same monotone that one might announce traffic advisories over the radio with there are some good actors but they are wasted on smaller partsthe story is decent though it would be fairly easy to guess considering that there arent too many real plot changes lots of holes too for example the dad is invisible and the inventor figures out what part is needed to make him visible again so the boy goes and steals the part from an electronics store couldnt he just ask his dad for the cashthis shows up in the comedy category but most of the comedy in this movie was fairly dumb like the invisible dad taking off his clothes while invisible and then almost reappearing naked during a meeting or walking around with his head covered at all times funny at first but it gets old because it is watchable and its one of those movies that are funny in their own way like the monotone recitation of lines
"I mean, nothing happens, 5 dumb kids go to Oklahoma to find a magical forest of marijuana... this could've been fun, if it hadn't been for the 5 worst actors in the world. And the dialogs weren't even half an inch of fun. The only thing that I almost showed my teeth of, was when the dumb cops stopped the teenagers in either Oklahoma or Kansas... The plot could have been fun, had it not been for abysmal interpretation. If you even think about watching this piece-of-crap movie, don't. How dumb is it, that the guy gets away from the cops by telling them he's gay, like his friend did (just that he wasn't pretending...) and there's that dumb hick joke about the several meanings to the word ""gay"". I'm laughing my hair off.......NOT....... Anyway... WORST MOVIE I'VE EVER SEEN!!",0,i mean nothing happens dumb kids go to oklahoma to find a magical forest of marijuana this couldve been fun if it hadnt been for the worst actors in the world and the dialogs werent even half an inch of fun the only thing that i almost showed my teeth of was when the dumb cops stopped the teenagers in either oklahoma or kansas the plot could have been fun had it not_been for abysmal interpretation if you even think about watching this pieceofcrap movie dont how dumb is it that the guy gets away from the cops by telling them hes gay like his friend did just that he wasnt pretending and theres that dumb hick joke about the several meanings to the word gay im laughing my hair offnot anyway worst movie ive ever seen
"hi.. I consider Just Cause one of my favorite Sean Connery's movies, it is a tense psychological thriller with excellent performances from the Cast, especially Connery..it also has one of the best lines i have seen in movies, so the dialog is pretty good in this one.. It also has one of the best scenes in movies ever, when Sean interviews Ed Harris's character in prison is just fantastic..i enjoyed this one a lot and i can not recommend this enough, really do not miss this one ! Do not pay attention to the negative reviews stating that the last 30 minutes suck, it was as intense as the rest of the movie, i really find Just Cause a very entertaining movie..",1,hi i consider just cause one of my favorite sean connerys movies it is a tense psychological thriller with excellent performances from the cast especially conneryit also has one of the best lines i have seen in movies so the dialog is pretty good in this one it also has one of the best scenes in movies ever when sean interviews ed harriss character in prison is just fantastici enjoyed this one a lot and i can not_recommend this enough really do not_miss this one do not_pay attention to the negative reviews stating that the last minutes suck it was as intense as the rest of the movie i really find just cause a very entertaining movie
"Barbara Stanwyck probably didn't think of it, but it is a relief to see her in a more becoming dark hairstyle (if it wasn't a wig) than the one she had to wear in ""Double Indemnity"" the year before. That film, while the premiere ""film noir"" and an all-around great film, gave her a great role, but oh, that hair. Here, she is more chic and certainly no femme fatal, but she is certainly a 40's woman. She has gotten used to life without men since most of them are off at war, and as a successful Martha Stewart like columnist, she writes a homey column in which she describes her country home as the camera pans over what it really is. We meet her boss, Sydney Greenstreet, who has no idea that she is living a lie, and when he pushes his way in for a Christmas away at her supposed Connecticut home, she has to come up with a husband (Reginald Gardiner) and baby before we can say ""Jingle Bells"". Hungarian chef S.Z. Sakall steps in to help and ends up in a cutsey pie one-on-one with Irish Una O'Connor. ""It's not Goulash, It's Irish Stew"". Sakall simply takes the paprika, pours most of it in, and says, ""Now it's goulash"", totally changing what she has prepared for lunch. Then, when it comes to the flapjacks, he flips and she scoops. For years, a few friends of mine and I will use that line every time pancakes come up in a conversation. ""I don't flip. I scoop!"". She won't even flip just one for Greenstreet, saying ""I've never flipped in me life."" O'Connor can get on the nerves when she screeches over and over in some films, but here, she is delightfully lovable, and her pairing with Sakall is very charming.<br /><br />It is obvious in the romance department that Reginald Gardiner is not Barbara Stanwyck's cup of tea, especially when she meets handsome Dennis Morgan, who is a bit dimwitted when bathing the baby, which eats soap, causing Stanwyck to get a bit alarmed. He should suspect something instantly, but doesn't. But it doesn't matter. The film is so charming with the country setting filled with snow, an abundance of rocking chairs, and a dog running towards them as the sleigh comes up. Living in New York City after 25 years in Los Angeles after growing up in a small town on the western side of New York State made me miss this kind of Christmas. While Central Park is beautiful after a first snow and the Christmas tree at Rockefeller Center is exsquisit too, there is something about looking out at a snow-covered field of trees, and catch an occasional glimpse of deer, rabbits, or other wild life.<br /><br />This is a great holiday film that can also bring on the Christmas spirit out of season, and makes a great pairing with another Barbara Stanwyck country Christmas film, ""Remember the Night"", an underrated gem. Add on the big city Christmas of ""Meet John Doe"", and you've found perhaps one of the busiest stars of holiday films around.",1,barbara stanwyck probably didnt think of it but it is a relief to see her in a more becoming dark hairstyle if it wasnt a wig than the one she had to wear in double indemnity the year before that film while the premiere film noir and an allaround great film gave her a great role but oh that hair here she is more chic and certainly no femme fatal but she is certainly a s woman she has gotten used to life without men since most of them are off at war and as a successful martha stewart like columnist she writes a homey column in which she describes her country home as the camera pans over what it really is we meet her boss sydney greenstreet who has no idea that she is living a lie and when he pushes his way in for a christmas away at her supposed connecticut home she has to come up with a husband reginald gardiner and baby before we can say jingle bells hungarian chef sz sakall steps in to help and ends up in a cutsey pie oneonone with irish una oconnor its not_goulash its irish stew sakall simply takes the paprika pours most of it in and says now its goulash totally changing what she has prepared for lunch then when it comes to the flapjacks he flips and she scoops for years a few friends of mine and i will use that line every time pancakes come up in a conversation i dont flip i scoop she wont even flip just one for greenstreet saying ive never flipped in me life oconnor can get on the nerves when she screeches over and over in some films but here she is delightfully lovable and her pairing with sakall is very charmingit is obvious in the romance department that reginald gardiner is not_barbara stanwycks cup of tea especially when she meets handsome dennis morgan who is a bit dimwitted when bathing the baby which eats soap causing stanwyck to get a bit alarmed he should suspect something instantly but doesnt but it doesnt matter the film is so charming with the country setting filled with snow an abundance of rocking chairs and a dog running towards them as the sleigh comes up living in new york city after years in los angeles after growing up in a small town on the western side of new york state made me miss this kind of christmas while central park is beautiful after a first snow and the christmas tree at rockefeller center is exsquisit too there is something about looking out at a snowcovered field of trees and catch an occasional glimpse of deer rabbits or other wild lifethis is a great holiday film that can also bring on the christmas spirit out of season and makes a great pairing with another barbara stanwyck country christmas film remember the night an underrated gem add on the big city christmas of meet john doe and youve found perhaps one of the busiest stars of holiday films around
"Follow-up to 1965's ""My Name Is Barbra"", and shot in brilliant color, ""Color Me Barbra"" has La Streisand alternating nostalgia, clowning comedy, feminine romantic angst, and beguiling seriousness for a crazy-quilt hour of show-biz razzle dazzle. She's a cut-up and a femme fatale, a sprite and an enigma. With her Egyptian eye make-up and ever-changing hairstyles, she's also a chameleon. Her voice is rich and moving, even if a few of her songs are not (""One Kiss"", ""Yesterdays""). The circus sequence isn't as intriguing as the museum trip (with the conceit of Barbra becoming the images in the paintings, an idea which works better than you may think). The circus-medley (built around songs featuring the word ""face""!) is girlishly cute without ever really becoming enchanting. Still, this is a lively, jazzy special--not quite as emotionally tantalizing as ""My Name Is Barbra"", but certainly a sterling sophomore effort.",1,followup to s my name is barbra and shot in brilliant color color me barbra has la streisand alternating nostalgia clowning comedy feminine romantic angst and beguiling seriousness for a crazyquilt hour of showbiz razzle dazzle shes a cutup and a femme fatale a sprite and an enigma with her egyptian eye makeup and everchanging hairstyles shes also a chameleon her voice is rich and moving even if a few of her songs are not one kiss yesterdays the circus sequence isnt as intriguing as the museum trip with the conceit of barbra becoming the images in the paintings an idea which works better than you may think the circusmedley built around songs featuring the word face is girlishly cute without ever really becoming enchanting still this is a lively jazzy specialnot_quite as emotionally tantalizing as my name is barbra but certainly a sterling sophomore effort
"Good movie, all elements of a good movie was there, story, actors, script, and direction. I was on the edge of my seat the whole time.<br /><br />No question about it, is a low budget film, but I liked it more than many big budget films.<br /><br />Andres Bagg plays Martin Sanders, who is dealing with his unfaithful wife. Then a voice in the telephone and then just fear.<br /><br />Virginia Lustig is beautiful and brings a powerful performance. She is an excellent part to the film.<br /><br />I liked the increasing ambiguity near the end, even though we know that the main character can be involved, we continued seeing everything from his point of view and asking: Who is the killer?",1,good movie all elements of a good movie was there story actors script and direction i was on the edge of my seat the whole timeno question about it is a low budget film but i liked it more than many big budget filmsandres bagg plays martin sanders who is dealing with his unfaithful wife then a voice in the telephone and then just fearvirginia lustig is beautiful and brings a powerful performance she is an excellent part to the filmi liked the increasing ambiguity near the end even though we know that the main character can be involved we continued seeing everything from his point of view and asking who is the killer
"***SPOILERS*** ***SPOILERS*** After two so-so outings (""Magnum Force"" and ""The Enforcer""), Dirty Harry seems to have regained his stride in ""Sudden Impact,"" a gripping thriller that wisely plays to its strengths: the charisma of Clint Eastwood, who also directed, and a story that spends just enough time on exposition and reserves its energy for the big scenes.<br /><br />For once, the case takes Harry outside his native San Francisco (where he's again in trouble with his superiors for his ""shoot first, ask questions later"" tactics), to the hamlet of San Paulo. There, (WARNING: Potential spoiler) a group of lowlifes is being gruesomely murdered, one at a time, by a woman whom they gang-raped years earlier, and whose sister has been in a state of catatonia ever since the attack.<br /><br />The killer is portrayed by Sondra Locke, and she makes the character of Jennifer Spencer an interesting mix of compassion and cold-bloodedness. Locke's cold eyes and frosty voice, when either trying to comfort her hospitalized sister or dispensing vengeance toward the rapists, are very effective in painting a portrait of a woman wronged whose years of suffering and rage are now beginning to bear deadly fruit.<br /><br />The rapists are a despicable lot, especially the leader, who has ""psycho nutjob"" practically stamped on his forehead, and a lesbian who seems almost one of the guys, despite her anatomical inability to participate. The flashback scenes, while not graphically explicit, are nightmarish enough, and clearly intended to make the audience cheer for Jennifer as she kills her assailants.<br /><br />Some will dismiss ""Sudden Impact"" as trash: a mindless, manipulative revenge tale. On a certain level this is true, but it's well-done trash. What works to the movie's advantage is the strength of the Sondra Locke performance, giving us a complex character whose wounds are more visible in her paintings than in her gestures or speech. What we have here is an action movie with a point of view.<br /><br />You can take or leave the idea that some wrongs deserve to be punished by any means necessary, but as the mystery behind the slayings becomes clear to Harry (a realization that, wisely, is not spelled out with dialogue), he is presented with a choice -- what to do about a killer whose motivations he can sympathize with but whose conduct he is bound by law to not tolerate. This makes the story more interesting than the usual Dirty Harry fare.<br /><br />The movie's other redeeming quality is Eastwood's direction. This is, after all, a Dirty Harry movie, and Eastwood knows the character better than anyone else. The movie is directed with style and wit, and edited to give the action scenes a big payoff. Some of the best ""Harry moments"" in the entire series are here, including Harry's best-known line, ""Go ahead -- make my day.""<br /><br />""Sudden Impact"" is a movie that has the courage of its convictions in presenting a tale about a despicable crime and the brutal consequences that follow. It is also a riveting detective story, well made and well told. And it is certainly never dull. On those criteria, it succeeds tremendously.",1,spoilers spoilers after two soso outings magnum force and the enforcer dirty harry seems to have regained his stride in sudden impact a gripping thriller that wisely plays to its strengths the charisma of clint eastwood who also directed and a story that spends just enough time on exposition and reserves its energy for the big scenesfor once the case takes harry outside his native san francisco where hes again in trouble with his superiors for his shoot first ask questions later tactics to the hamlet of san paulo there warning potential spoiler a group of lowlifes is being gruesomely murdered one at a time by a woman whom they gangraped years earlier and whose sister has been in a state of catatonia ever since the attackthe killer is portrayed by sondra locke and she makes the character of jennifer spencer an interesting mix of compassion and coldbloodedness lockes cold eyes and frosty voice when either trying to comfort her hospitalized sister or dispensing vengeance toward the rapists are very effective in painting a portrait of a woman wronged whose years of suffering and rage are now beginning to bear deadly fruitthe rapists are a despicable lot especially the leader who has psycho nutjob practically stamped on his forehead and a lesbian who seems almost one of the guys despite her anatomical inability to participate the flashback scenes while not_graphically explicit are nightmarish enough and clearly intended to make the audience cheer for jennifer as she kills her assailantssome will dismiss sudden impact as trash a mindless manipulative revenge tale on a certain level this is true but its welldone trash what works to the movies advantage is the strength of the sondra locke performance giving us a complex character whose wounds are more visible in her paintings than in her gestures or speech what we have here is an action movie with a point of viewyou can take or leave the idea that some wrongs deserve to be punished by any means necessary but as the mystery behind the slayings becomes clear to harry a realization that wisely is not_spelled out with dialogue he is presented with a choice what to do about a killer whose motivations he can sympathize with but whose conduct he is bound by law to not_tolerate this makes the story more interesting than the usual dirty harry farethe movies other redeeming quality is eastwoods direction this is after all a dirty harry movie and eastwood knows the character better than anyone else the movie is directed with style and wit and edited to give the action scenes a big payoff some of the best harry moments in the entire series are here including harrys bestknown line go ahead make my daysudden impact is a movie that has the courage of its convictions in presenting a tale about a despicable crime and the brutal consequences that follow it is also a riveting detective story well made and well told and it is certainly never dull on those criteria it succeeds tremendously
"How could a film dealing with illegal Mexican immigrants being robbed and beaten over the border be dull? Well, ""Border Incident"" is.<br /><br />No wonder that song and dance man George Murphy's career ended not long after this terrible film came out. Politics was certainly a way out for this future senator who dies a horrible death in this slowly paced film. The film stereotypes the typical Mexican migrant farmer worker as dimwitted and awfully dull.<br /><br />The film only picks up in intensity once the identities of Murphy and Ricardo Montalban have been discovered as federal agents for the U.S. and Mexico respectively.<br /><br />Disappointing at best, we see similar problems in our very own society today.",0,how could a film dealing with illegal mexican immigrants being robbed and beaten over the border be dull well border incident isno wonder that song and dance man george murphys career ended not_long after this terrible film came out politics was certainly a way out for this future senator who dies a horrible death in this slowly paced film the film stereotypes the typical mexican migrant farmer worker as dimwitted and awfully dullthe film only picks up in intensity once the identities of murphy and ricardo montalban have been discovered as federal agents for the us and mexico respectivelydisappointing at best we see similar problems in our very own society today
"For all intents and purposes, 'Teen Devian' might seem like just another lightweight Bollywood musical. To some extent, this might even be true, especially because the producers had to be sure that the film succeeded with the masses. But somewhere behind the scenes, either Sadashiv Brahmam (who had the 'idea' for this story) or Amerjeet (who directed the film) decided that there would be a twist to the usual formula, and succeeded perhaps beyond even their own expectations.<br /><br />This is not simply about a handsome man flirting with 3 women, undecided on whom to choose as his life's partner. Dev Anand's character was really in love with each of the 3 women at various times, and they with him, despite being aware of the other two. Dev Anand's relationship with Simi and Kalpana is particularly interesting - in that each of the women comes to depend on him heavily. There are quite a lot of suggestive teasers in the stars' body language that lend themselves to imagination depending on the viewer's maturity. The theme is surprisingly adult and after all that it was ashame that the ending was tame, obviously designed to please the masses and deflect criticism.",1,for all intents and purposes teen devian might seem like just another lightweight bollywood musical to some extent this might even be true especially because the producers had to be sure that the film succeeded with the masses but somewhere behind the scenes either sadashiv brahmam who had the idea for this story or amerjeet who directed the film decided that there would be a twist to the usual formula and succeeded perhaps beyond even their own expectationsthis is not_simply about a handsome man flirting with women undecided on whom to choose as his lifes partner dev anands character was really in love with each of the women at various times and they with him despite being aware of the other two dev anands relationship with simi and kalpana is particularly interesting in that each of the women comes to depend on him heavily there are quite a lot of suggestive teasers in the stars body language that lend themselves to imagination depending on the viewers maturity the theme is surprisingly adult and after all that it was ashame that the ending was tame obviously designed to please the masses and deflect criticism
"So i had low expectations for this movie to start with, but it failed to meet even those. while there were some funny parts, even one or two laugh out loud parts, this movie fell terribly short of what i would call good. the funniest jokes were unexpected and over very quickly, leaving us sitting there going ""WTF just happened?"" in addition, there were a few jokes that just dragged on and on and on. the part where he falls down the mountain had me yawning. also, the editing was really lacking. there were some poor scene transitions, but that seems to be the style nowadays. It made me laugh, but i wouldn't watch it again, and I'm very glad i waited for it to rent. give it a chance, you might enjoy it, but don't think you are in for anything along the lines of the 40 year old virgin, or Superbad.",0,so i had low expectations for this movie to start with but it failed to meet even those while there were some funny parts even one or two laugh out loud parts this movie fell terribly short of what i would call good the funniest jokes were unexpected and over very quickly leaving us sitting there going wtf just happened in addition there were a few jokes that just dragged on and on and on the part where he falls down the mountain had me yawning also the editing was really lacking there were some poor scene transitions but that seems to be the style nowadays it made me laugh but i wouldnt watch it again and im very glad i waited for it to rent give it a chance you might enjoy it but dont think you are in for anything along the lines of the year old virgin or superbad
"It is very possible that I simply didn't give the movie a fair enough chance because it was so immediately unappealing to me (something similar happened with Triplets of Belleville), but I really should have caught on when I put the film on and my roommate, an exchange student from Japan, immediately started laughing at the movie, saying that it sounded dumb. Now, I don't agree that it is dumb, the animation is very simple but clearly very skilled. It's like classic animation with added layers that add another element of realism to them while remaining strictly in the realm of the surreal at the same time.<br /><br />But the subject matter is entirely unappealing to me. It has an interesting message about stinginess and greed, but it is wrapped in such an unpleasant package that it is almost not worth learning, especially because you already knew it anyway. The sound effects while the man is loudly gobbling cherries and cherry pits, for example, are indeed repulsive.<br /><br />There was a clever scene of animation as we kept diving endlessly into the hole that the man finds in his head when he pulls the sapling out of his scalp, but it goes on for so long that it seems to overshadow everything else. There is so much stock put into that one sequence that it is almost like the whole movie is about it.<br /><br />As I said about Triplets of Belleville, this would have been a great thing for a late night TV program like adult swim, or its Japanese counterpart, but an Academy Award nominated film? It gives me the impression that there is not generally a long list of animated short films for the Academy to choose from.",0,it is very possible that i simply didnt give the movie a fair enough chance because it was so immediately unappealing to me something similar happened with triplets of belleville but i really should have caught on when i put the film on and my roommate an exchange student from japan immediately started laughing at the movie saying that it sounded dumb now i dont agree that it is dumb the animation is very simple but clearly very skilled its like classic animation with added layers that add another element of realism to them while remaining strictly in the realm of the surreal at the same timebut the subject matter is entirely unappealing to me it has an interesting message about stinginess and greed but it is wrapped in such an unpleasant package that it is almost not_worth learning especially because you already knew it anyway the sound effects while the man is loudly gobbling cherries and cherry pits for example are indeed repulsivethere was a clever scene of animation as we kept diving endlessly into the hole that the man finds in his head when he pulls the sapling out of his scalp but it goes on for so long that it seems to overshadow everything else there is so much stock put into that one sequence that it is almost like the whole movie is about itas i said about triplets of belleville this would have been a great thing for a late night tv program like adult swim or its japanese counterpart but an academy award nominated film it gives me the impression that there is not_generally a long list of animated short films for the academy to choose from
"I can't say this is the worst movie ever made, but personally I think of it that way because when it was originally released in theaters, (1) the initial buzz was positive enough that my girlfriend insisted we go see it, and we actually STOOD IN LINE to get tickets, and (2) it's still the only ""serious"" film I recall where the audience started snickering at a certain point and basically laughed at the movie the rest of the way through. Once we reached the infamous (and interminable) snake fight scene, I think everyone gave up.<br /><br />The only positive I can concede is the lush location shooting. Oh, and there's also Bo's breasts, although her acting is so wooden that the nudity is unerotic and doesn't rate much more than a Playboy pictorial.<br /><br />The ""dramatic tension"" in this film is between Bo's terrible acting and her husband's horrible direction. The snake fight has to be one of the most incompetent ""action"" sequences ever filmed. However, this is one of those films that's bad enough, it may be worth watching on the level of unintentional humor. Definitely the worst film I ever paid to see.",0,i cant say this is the worst movie ever made but personally i think of it that way because when it was originally released in theaters the initial buzz was positive enough that my girlfriend insisted we go see it and we actually stood in line to get tickets and its still the only serious film i recall where the audience started snickering at a certain point and basically laughed at the movie the rest of the way through once we reached the infamous and interminable snake fight scene i think everyone gave upthe only positive i can concede is the lush location shooting oh and theres also bos breasts although her acting is so wooden that the nudity is unerotic and doesnt rate much more than a playboy pictorialthe dramatic tension in this film is between bos terrible acting and her husbands horrible direction the snake fight has to be one of the most incompetent action sequences ever filmed however this is one of those films thats bad enough it may be worth watching on the level of unintentional humor definitely the worst film i ever paid to see
"I wasn't sure how to rate this movie, since it was so bad it was actually very funny. I'm not a Gackt fan by any means, though he is talented, despite the weird pseudonym that sounds like a cat coughing up a hairball. I always thought Hyde was talented though, Faith is an interesting album.<br /><br />But on topic here folks. This movie is ridiculous. It's so over the top and nonsensical it's almost like a parody of supernatural action films.<br /><br />The movie has almost no plot here, except it's just about vampires with gangster friends. In a way, this film almost reminded me of Spider-Man 3, with how there were too many ideas, which resulted in not enough time to pay attention on one of them.<br /><br />The action scenes were laughable. Quickly edited, almost hard to understand, with choreography that's so laughably bad. Though Hyde looked very stylish during the action scenes, but that's this film's only such redemption. I'm a sucker for good action movies, but the action was horribly done. Though the final shootout was OK and the highlight of this otherwise depressing movie.<br /><br />It keeps jumping between genres, not a good thing. It wants to be a drama, or an action flick, or a horror, or a romance... what the hell.<br /><br />If this review is making you mad, why? Is it because Gackt and Hyde are your love? Don't fool yourself, this MOVIE IS BAD.",0,i wasnt sure how to rate this movie since it was so bad it was actually very funny im not_a gackt fan by any means though he is talented despite the weird pseudonym that sounds like a cat coughing up a hairball i always thought hyde was talented though faith is an interesting albumbut on topic here folks this movie is ridiculous its so over the top and nonsensical its almost like a parody of supernatural action filmsthe movie has almost no plot here except its just about vampires with gangster friends in a way this film almost reminded me of spiderman with how there were too many ideas which resulted in not_enough time to pay attention on one of themthe action scenes were laughable quickly edited almost hard to understand with choreography thats so laughably bad though hyde looked very stylish during the action scenes but thats this films only such redemption im a sucker for good action movies but the action was horribly done though the final shootout was ok and the highlight of this otherwise depressing movieit keeps jumping between genres not_a good thing it wants to be a drama or an action flick or a horror or a romance what the hellif this review is making you mad why is it because gackt and hyde are your love dont fool yourself this movie is bad
